"","char.name","char.stat","char.value"
"3780","Jack Walker","Born","26th April 1900"
"3781","Jack Walker","Birthplace","Accrington"
"3782","Jack Walker","Died","30th June 1970"
"3783","Jack Walker","Father","Amos Walker"
"3784","Jack Walker","Mother","Joan Walker"
"3785","Jack Walker","Sibling(s)","Arthur WalkerJim WalkerLouise WalkerFred WalkerGertie WalkerAlice WalkerErnest Walker (1915)"
"3786","Jack Walker","Spouse(s)","Anne Beaumont (1937)"
"3787","Jack Walker","Children","Billy Walker (1938)Joan Walker (1940)"
"3788","Jack Walker","First appearance","14th December 1960"
"3789","Jack Walker","Last appearance","24th June 1970"
"3790","Jack Walker","Duration","1960-1970"
"3791","Jack Walker","Number of appearances","795"
"3792","Jack Walker","Played by","Arthur Leslie"
"3793","George Wardle","Occupation","Van driver"
"3794","George Wardle","Sibling(s)","A brother"
"3795","George Wardle","Spouse(s)","Myra Wardle"
"3796","George Wardle","First appearance","11th March 1985"
"3797","George Wardle","Last appearance","12th February 1986"
"3798","George Wardle","Duration","1985-1986"
"3799","George Wardle","Number of appearances","59"
"3800","George Wardle","Played by","Ron Davies"
"3801","Alex Warner","Occupation","Waiter at Roy's Rolls"
"3802","Alex Warner","Born","21st July 1987"
"3803","Alex Warner","Father","Alan Matthews"
"3804","Alex Warner","Mother","Nessa Warner"
"3805","Alex Warner","First appearance","13th September 2015"
"3806","Alex Warner","Duration","2015 to present"
"3807","Alex Warner","Number of appearances","137 (as of Episode 10823/4)"
"3808","Alex Warner","Played by","Liam Bairstow"
"3809","Ben Watts","Born","26th December 2001"
"3810","Ben Watts","Birthplace","7 Coronation Street"
"3811","Ben Watts","Residence","Newcastle"
"3812","Ben Watts","Father","Curly Watts"
"3813","Ben Watts","Mother","Emma Watts"
"3814","Ben Watts","Sibling(s)","Alice Watts (half-sister)"
"3815","Ben Watts","First appearance","26th December 2001"
"3816","Ben Watts","Last appearance","1st September 2003"
"3817","Ben Watts","Duration","2001-2003"
"3818","Ben Watts","Number of appearances","88"
"3819","Ben Watts","Played by","Stephen Collins"
"3820","Curly Watts","Occupation","Retail manager"
"3821","Curly Watts","Born","28th June 1963"
"3822","Curly Watts","Birthplace","Stockport"
"3823","Curly Watts","Residence","Newcastle"
"3824","Curly Watts","Father","Arthur Watts"
"3825","Curly Watts","Mother","Eunice Watts"
"3826","Curly Watts","Spouse(s)","Raquel Wolstenhulme (1995) Emma Taylor (2000)"
"3827","Curly Watts","Children","Alice Watts (1997) Ben Watts (2001)"
"3828","Curly Watts","First appearance","11th July 1983"
"3829","Curly Watts","Last appearance","1st September 2003"
"3830","Curly Watts","Duration","1983-2003"
"3831","Curly Watts","Number of appearances","1563"
"3832","Curly Watts","Played by","Kevin Kennedy"
"3833","Emma Watts","Occupation","Police sergeant"
"3834","Emma Watts","Residence","Newcastle"
"3835","Emma Watts","Spouse(s)","Norman Watts (2000)"
"3836","Emma Watts","Children","Ben Watts (2001)"
"3837","Emma Watts","First appearance","10th April 2000"
"3838","Emma Watts","Last appearance","1st September 2003"
"3839","Emma Watts","Duration","2000-2003"
"3840","Emma Watts","Number of appearances","265"
"3841","Emma Watts","Played by","Angela Lonsdale"
"3842","Raquel Watts","Occupation","Barmaid"
"3843","Raquel Watts","Born","26th May 1966"
"3844","Raquel Watts","Birthplace","Eccles"
"3845","Raquel Watts","Residence","France"
"3846","Raquel Watts","Father","Larry Wolstenhulme"
"3847","Raquel Watts","Mother","Eileen Wolstenhulme"
"3848","Raquel Watts","Sibling(s)","Bernice Wolstenhulme  3 other siblings"
"3849","Raquel Watts","Spouse(s)","Norman Watts (1995) Armand de Beaux (2000)"
"3850","Raquel Watts","Children","Alice Watts (1997)  Another child (2000)"
"3851","Raquel Watts","First appearance","23rd January 1991"
"3852","Raquel Watts","Last appearance","2nd January 2000"
"3853","Raquel Watts","Duration","1991-1996, 2000"
"3854","Raquel Watts","Number of appearances","533"
"3855","Raquel Watts","Played by","Sarah Lancashire"
"3856","Abi Webster","Occupation","Mechanic at Webster's Autocentre"
"3857","Abi Webster","Birthplace","Doncaster"
"3858","Abi Webster","Residence","13 Coronation Street"
"3859","Abi Webster","Spouse(s)","Kevin Webster (2021)"
"3860","Abi Webster","Children","Seb Franklin (2001)Charlie Franklin (2012)Lexi Franklin (2012)Alfie Franklin (2022)"
"3861","Abi Webster","First appearance","2nd October 2017"
"3862","Abi Webster","Duration","2017 to present"
"3863","Abi Webster","Number of appearances","514 (as of Episode 10823/4)"
"3864","Abi Webster","Played by","Sally Carman-Duttine"
"3865","Alison Webster","Occupation","Factory machinist"
"3866","Alison Webster","Died","7th June 2000"
"3867","Alison Webster","Father","Bob Wakefield"
"3868","Alison Webster","Mother","Joan Wakefield"
"3869","Alison Webster","Sibling(s)","Cheryl Wakefield"
"3870","Alison Webster","Spouse(s)","Kevin Webster (2000)"
"3871","Alison Webster","Children","Jake Webster (2000)"
"3872","Alison Webster","First appearance","28th December 1998"
"3873","Alison Webster","Last appearance","7th June 2000"
"3874","Alison Webster","Duration","1998-2000"
"3875","Alison Webster","Number of appearances","133"
"3876","Alison Webster","Played by","Naomi Radcliffe"
"3877","Bill Webster","Occupation","Builder (Retired)"
"3878","Bill Webster","Born","2nd November 1942"
"3879","Bill Webster","Residence","Germany"
"3880","Bill Webster","Father","Jim Webster"
"3881","Bill Webster","Mother","Helen Webster"
"3882","Bill Webster","Spouse(s)","Alison Cartwright (1964) Elaine Prior (1985) Maureen Elliott (1998)"
"3883","Bill Webster","Children","Kevin Webster (1965) Debbie Webster (1968) Carl Webster (1986)"
"3884","Bill Webster","First appearance","6th February 1984"
"3885","Bill Webster","Last appearance","29th December 2011"
"3886","Bill Webster","Duration","1984-1985, 1995-1997, 2006-2011"
"3887","Bill Webster","Number of appearances","558"
"3888","Bill Webster","Played by","Peter Armitage"
"3889","Debbie Webster","Occupation","Hotelier and restauranteur"
"3890","Debbie Webster","Born","7th September 1968"
"3891","Debbie Webster","Father","Bill Webster"
"3892","Debbie Webster","Mother","Alison Webster"
"3893","Debbie Webster","Sibling(s)","Kevin Webster Carl Webster (half-brother)"
"3894","Debbie Webster","First appearance","11th June 1984"
"3895","Debbie Webster","Duration","1984-1985, 2019, 2020 to present"
"3896","Debbie Webster","Number of appearances","260 (as of Episode 10823/4)"
"3897","Debbie Webster","Played by","Sue Devaney"
"3898","Jack Webster","Born","6th September 2010"
"3899","Jack Webster","Residence","13 Coronation Street"
"3900","Jack Webster","Father","Kevin Webster"
"3901","Jack Webster","Mother","Molly Dobbs"
"3902","Jack Webster","Sibling(s)","Rosie Webster (half-sister) Sophie Webster (half-sister) Jake Webster (half-brother)"
"3903","Jack Webster","First appearance","6th September 2010"
"3904","Jack Webster","Duration","2010-2013, 2014 to present"
"3905","Jack Webster","Number of appearances","244 (as of Episode 10823/4)"
"3906","Jack Webster","Played by","Alex & Ellis Williamson (2010)Jaxon (2010-2014) & Maddox Beswick (2010-2016)Kyran Bowes (2016 to present)"
"3907","Kevin Webster","Occupation","Co-owner of Websters' Auto Centre"
"3908","Kevin Webster","Born","3rd September 1965"
"3909","Kevin Webster","Residence","13 Coronation Street"
"3910","Kevin Webster","Father","Bill Webster"
"3911","Kevin Webster","Mother","Alison Webster"
"3912","Kevin Webster","Sibling(s)","Debbie Webster Carl Webster (half-brother)"
"3913","Kevin Webster","Spouse(s)","Sally Seddon (1986, 2002) Alison Wakefield (2000) Abi Franklin (2021)"
"3914","Kevin Webster","Children","Rosie Webster (1990) Sophie Webster (1994) Jake Webster (2000) Jack Dobbs (2010)"
"3915","Kevin Webster","First appearance","19th October 1983"
"3916","Kevin Webster","Duration","1983-2013, 2014 to present"
"3917","Kevin Webster","Number of appearances","3382 (as of Episode 10823/4)"
"3918","Kevin Webster","Played by","Michael Le Vell"
"3919","Maureen Webster","Occupation","Shop assistant"
"3920","Maureen Webster","Born","13th January 1945"
"3921","Maureen Webster","Residence","Germany"
"3922","Maureen Webster","Father","Leonard ""Danny"" Kennedy"
"3923","Maureen Webster","Mother","Maud Grimes"
"3924","Maureen Webster","Sibling(s)","Peggy Phillips (half-sister)"
"3925","Maureen Webster","Spouse(s)","Frank Naylor Reg Holdsworth (1994) Fred Elliott (1997) Bill Webster (1998)"
"3926","Maureen Webster","First appearance","12th March 1993"
"3927","Maureen Webster","Last appearance","27th December 2006"
"3928","Maureen Webster","Duration","1993-1997, 2006"
"3929","Maureen Webster","Number of appearances","401"
"3930","Maureen Webster","Played by","Sherrie Hewson"
"3931","Rosie Webster","Occupation","Game show assistant"
"3932","Rosie Webster","Born","24th December 1990"
"3933","Rosie Webster","Birthplace","Rosamund Street, Weatherfield"
"3934","Rosie Webster","Father","Kevin Webster"
"3935","Rosie Webster","Mother","Sally Webster"
"3936","Rosie Webster","Sibling(s)","Sophie Webster Jake Webster (half-brother) Jack Webster (half-brother)"
"3937","Rosie Webster","First appearance","25th December 1990"
"3938","Rosie Webster","Last appearance","8th June 2018"
"3939","Rosie Webster","Duration","1990-2012, 2017-2018"
"3940","Rosie Webster","Number of appearances","1365"
"3941","Rosie Webster","Played by","Emma Collinge (1990-1999) Helen Flanagan (2000-2018)"
"3942","Sophie Webster","Born","4th November 1994"
"3943","Sophie Webster","Birthplace","Weatherfield"
"3944","Sophie Webster","Father","Kevin Webster"
"3945","Sophie Webster","Mother","Sally Webster"
"3946","Sophie Webster","Sibling(s)","Rosie Webster Jake Webster (half-brother) Jack Webster (half-brother)"
"3947","Sophie Webster","First appearance","4th November 1994"
"3948","Sophie Webster","Last appearance","9th October 2019"
"3949","Sophie Webster","Duration","1994-2019"
"3950","Sophie Webster","Number of appearances","1565"
"3951","Sophie Webster","Played by","Ashleigh Middleton (1994-1997)Emma Woodward (1997-2004) Brooke Vincent (2004-2019)"
"3952","Charlie Whelan","Occupation","Lorry driver"
"3953","Charlie Whelan","First appearance","27th December 1993"
"3954","Charlie Whelan","Last appearance","14th October 1994"
"3955","Charlie Whelan","Duration","1993-1994"
"3956","Charlie Whelan","Number of appearances","59"
"3957","Charlie Whelan","Played by","John St. Ryan"
"3958","Chalkie Whitely","Occupation","Binman"
"3959","Chalkie Whitely","Born","21st December 1924"
"3960","Chalkie Whitely","Residence","Sydney, Australia"
"3961","Chalkie Whitely","Spouse(s)","Mary Whitely"
"3962","Chalkie Whitely","Children","Bob Whitely"
"3963","Chalkie Whitely","First appearance","15th February 1982"
"3964","Chalkie Whitely","Last appearance","3rd August 1983"
